* Top 60,000 lemmas, with word forms for each lemma
* This sample data is taken from the one billion word Corpus of Contemporary American English (COCA)
(www.english-corpora.org/coca), which is the only corpus of English that is large, up-to-date, and is based on a wide range of genres.
* For complete word frequency data from COCA, please see https://www.wordfrequency.info
* For instructions on using this file in Excel, see https://www.wordfrequency.info/freqTxtToExcel.pdf
* For an explanation of the columns below, see https://www.wordfrequency.info/files.asp
----- Before converting file to Excel, remove the first eight lines, with the first line being the one starting with "rank"

lemRank	lemma	PoS	lemFreq	wordFreq	word
11085	coexist	v	3104	80	co-existed
11085	coexist	v	3104	29	co-exists
11095	braid	n	3099	1635	braids
11095	braid	n	3099	1464	braid
11105	thriving	j	3096	3096	thriving
11115	solidify	v	3092	1286	solidify
11115	solidify	v	3092	1128	solidified
11115	solidify	v	3092	405	solidifying
11115	solidify	v	3092	273	solidifies
11125	usable	j	3090	3090	usable
11135	permeate	v	3084	1112	permeated
11135	permeate	v	3084	950	permeates
11135	permeate	v	3084	693	permeate
11135	permeate	v	3084	329	permeating
11145	spoken	j	3079	3079	spoken
11155	falter	v	3076	1230	faltered
11155	falter	v	3076	984	falter
11155	falter	v	3076	497	falters
11155	falter	v	3076	365	faltering
11165	replication	n	3069	2797	replication
11165	replication	n	3069	272	replications
11175	torn	j	3063	3063	torn
11185	flinch	v	3060	1354	flinched
11185	flinch	v	3060	1079	flinch
11185	flinch	v	3060	380	flinching
11185	flinch	v	3060	247	flinches
11195	puff	v	3054	1314	puffed
11195	puff	v	3054	635	puffing
11195	puff	v	3054	582	puff
11195	puff	v	3054	523	puffs
11205	anarchy	n	3050	3039	anarchy
11205	anarchy	n	3050	11	anarchies
11215	entree	n	3045	1750	entrees
11215	entree	n	3045	1295	entree
11225	avatar	n	3042	2320	avatar
11225	avatar	n	3042	722	avatars
11235	populace	n	3035	3035	populace
11245	manageable	j	3029	3029	manageable
11255	penguin	n	3024	1776	penguins
11255	penguin	n	3024	1248	penguin
11265	respectfully	r	3016	3016	respectfully
11275	skate	n	3012	1532	skate
11275	skate	n	3012	1480	skates
11285	account	i	3010	3010	account
11295	thump	v	3006	1158	thumping
11295	thump	v	3006	923	thumped
11295	thump	v	3006	708	thump
11295	thump	v	3006	217	thumps
11305	bubble	v	3003	1355	bubbling
11305	bubble	v	3003	790	bubbled
11305	bubble	v	3003	765	bubble
11305	bubble	v	3003	93	bubbles
11315	bandwidth	n	2998	2905	bandwidth
11315	bandwidth	n	2998	93	bandwidths
11325	temper	v	2995	1876	tempered
11325	temper	v	2995	895	temper
11325	temper	v	2995	196	tempering
11325	temper	v	2995	28	tempers
11335	flipping	j	2991	2991	flipping
11345	relativity	n	2988	2973	relativity
11345	relativity	n	2988	15	relativities
11355	spreading	j	2985	2985	spreading
11365	craftsman	n	2982	1578	craftsman
11365	craftsman	n	2982	1404	craftsmen
11375	wiring	n	2975	2975	wiring
11385	peel	n	2971	2414	peel
11385	peel	n	2971	557	peels
11395	improbable	j	2966	2966	improbable
11405	relational	j	2961	2961	relational
11415	ivy	n	2957	2813	ivy
11415	ivy	n	2957	144	ivies
11425	opposite	i	2953	2953	opposite
11435	assimilation	n	2949	2937	assimilation
11435	assimilation	n	2949	12	assimilations
11445	ex-husband	n	2945	2753	ex-husband
11445	ex-husband	n	2945	152	ex-husbands
11445	ex-husband	n	2945	40	exhusband
11455	binder	n	2942	1926	binder
11455	binder	n	2942	1016	binders
11465	jagged	j	2938	2938	jagged
11475	scold	v	2935	1323	scolded
11475	scold	v	2935	693	scold
11475	scold	v	2935	663	scolding
11475	scold	v	2935	256	scolds
11485	remedial	j	2929	2929	remedial
11495	chain	v	2925	2098	chained
11495	chain	v	2925	624	chain
11495	chain	v	2925	203	chaining
11505	connector	n	2918	1958	connector
11505	connector	n	2918	960	connectors
11515	bulky	j	2912	2640	bulky
11515	bulky	j	2912	248	bulkier
11515	bulky	j	2912	24	bulkiest
11525	brokerage	n	2908	2495	brokerage
11525	brokerage	n	2908	413	brokerages
11535	nourish	v	2904	1136	nourish
11535	nourish	v	2904	1033	nourished
11535	nourish	v	2904	398	nourishing
11535	nourish	v	2904	337	nourishes
11545	mashed	j	2898	2898	mashed
11555	three-day	j	2894	2862	three-day
11555	three-day	j	2894	32	threeday
11565	superstition	n	2889	2018	superstition
11565	superstition	n	2889	871	superstitions
11575	accelerated	j	2883	2883	accelerated
11585	RBI	n	2879	2342	rbi
11585	RBI	n	2879	537	rbis
11595	manufacture	n	2875	2875	manufacture
11605	hepatitis	n	2872	2872	hepatitis
11615	Westerner	n	2865	2411	westerners
11615	Westerner	n	2865	454	westerner
11625	aggregate	n	2862	1823	aggregate
11625	aggregate	n	2862	1039	aggregates
11635	hallucination	n	2856	1845	hallucinations
11635	hallucination	n	2856	1011	hallucination
11645	kettle	n	2849	2571	kettle
11645	kettle	n	2849	278	kettles
11655	festivity	n	2844	2636	festivities
11655	festivity	n	2844	208	festivity
11665	simulated	j	2840	2840	simulated
11675	Hmo	n	2835	1452	hmo
11675	Hmo	n	2835	1383	hmos
11685	accelerator	n	2830	2353	accelerator
11685	accelerator	n	2830	477	accelerators
11695	acquit	v	2828	2744	acquitted
11695	acquit	v	2828	83	acquitting
11705	inconvenient	j	2825	2825	inconvenient
11715	depletion	n	2820	2752	depletion
11715	depletion	n	2820	68	depletions
11725	diffusion	n	2819	2800	diffusion
11725	diffusion	n	2819	19	diffusions
11735	old	n	2815	2727	olds
11735	old	n	2815	88	old
11745	penalize	v	2811	1329	penalized
11745	penalize	v	2811	901	penalize
11745	penalize	v	2811	367	penalizing
11745	penalize	v	2811	214	penalizes
11755	re-establish	v	2807	852	reestablish
11755	re-establish	v	2807	726	re-establish
11755	re-establish	v	2807	382	reestablished
11755	re-establish	v	2807	288	reestablishing
11755	re-establish	v	2807	265	re-established
11755	re-establish	v	2807	265	re-establishing
11755	re-establish	v	2807	29	re-establishes
11765	tame	v	2805	1346	tame
11765	tame	v	2805	852	tamed
11765	tame	v	2805	485	taming
11765	tame	v	2805	122	tames
11775	mend	v	2800	1464	mend
11775	mend	v	2800	701	mending
11775	mend	v	2800	588	mended
11775	mend	v	2800	47	mends
11785	torrent	n	2797	2145	torrent
11785	torrent	n	2797	652	torrents
11795	flora	n	2791	2789	flora
11805	reverence	n	2789	2761	reverence
11805	reverence	n	2789	28	reverences
11815	mistakenly	r	2787	2787	mistakenly
11825	amazement	n	2782	2772	amazement
11825	amazement	n	2782	10	amazements
11835	ketchup	n	2776	2742	ketchup
11835	ketchup	n	2776	34	ketchups
11845	vigilant	j	2773	2773	vigilant
11855	ultra	r	2770	2770	ultra
11865	umpire	n	2767	1523	umpire
11865	umpire	n	2767	1244	umpires
11875	gossip	v	2764	1810	gossip
11875	gossip	v	2764	659	gossiping
11875	gossip	v	2764	244	gossiped
11875	gossip	v	2764	51	gossips
11885	markedly	r	2760	2760	markedly
11895	linked	j	2758	2758	linked
11905	paraphrase	v	2754	1575	paraphrase
11905	paraphrase	v	2754	739	paraphrasing
11905	paraphrase	v	2754	331	paraphrased
11905	paraphrase	v	2754	109	paraphrases
11915	grand	n	2750	2640	grand
11915	grand	n	2750	110	grands
11925	bony	j	2747	2730	bony
11925	bony	j	2747	17	bonier
11935	professionalism	n	2743	2742	professionalism
11945	refinement	n	2736	2032	refinement
11945	refinement	n	2736	704	refinements
11955	excess	i	2731	2731	excess
11965	vial	n	2727	1551	vial
11965	vial	n	2727	1176	vials
11975	dock	v	2721	1361	docked
11975	dock	v	2721	814	dock
11975	dock	v	2721	513	docking
11975	dock	v	2721	33	docks
11985	disapproval	n	2718	2703	disapproval
11985	disapproval	n	2718	15	disapprovals
11995	wreak	v	2715	1310	wreak
11995	wreak	v	2715	615	wreaked
11995	wreak	v	2715	540	wreaking
11995	wreak	v	2715	250	wreaks
12005	wanted	j	2712	2711	wanted
12015	authorized	j	2708	2708	authorized
12025	brute	n	2704	2305	brute
12025	brute	n	2704	399	brutes
12035	blurt	v	2699	1702	blurted
12035	blurt	v	2699	474	blurt
12035	blurt	v	2699	296	blurts
12035	blurt	v	2699	227	blurting
12045	uniformed	j	2694	2694	uniformed
12055	etiquette	n	2689	2669	etiquette
12055	etiquette	n	2689	20	etiquettes
12065	downfall	n	2687	2591	downfall
12065	downfall	n	2687	96	downfalls
12075	afterlife	n	2683	2637	afterlife
12075	afterlife	n	2683	46	after-life
12085	mute	j	2680	2680	mute
12095	squirm	v	2673	927	squirming
12095	squirm	v	2673	826	squirmed
12095	squirm	v	2673	712	squirm
12095	squirm	v	2673	208	squirms
12105	seminal	j	2672	2672	seminal
12115	anti-semitic	j	2670	2371	anti-semitic
12115	anti-semitic	j	2670	299	antisemitic
12125	seismic	j	2664	2664	seismic
12135	foreseeable	j	2660	2660	foreseeable
12145	flop	n	2656	1799	flop
12145	flop	n	2656	857	flops
12155	issuer	n	2654	1398	issuer
12155	issuer	n	2654	1256	issuers
12165	chute	n	2651	1847	chute
12165	chute	n	2651	804	chutes
12175	mayonnaise	n	2648	2644	mayonnaise
12185	default	v	2644	1359	default
12185	default	v	2644	680	defaulted
12185	default	v	2644	468	defaulting
12185	default	v	2644	137	defaults
12195	mod	n	2639	1758	mod
12195	mod	n	2639	881	mods
12205	hegemony	n	2635	2593	hegemony
12205	hegemony	n	2635	42	hegemonies
12215	reconnect	v	2632	1554	reconnect
12215	reconnect	v	2632	512	reconnected
12215	reconnect	v	2632	420	reconnecting
12215	reconnect	v	2632	96	reconnects
12215	reconnect	v	2632	44	re-connect
12215	reconnect	v	2632	6	re-connected
12225	kudos	n	2628	2628	kudos
12235	formative	j	2622	2622	formative
12245	pool	v	2620	1297	pooled
12245	pool	v	2620	1102	pooling
12245	pool	v	2620	188	pool
12245	pool	v	2620	33	pools
12255	hopelessly	r	2616	2616	hopelessly
12265	dissent	v	2613	1522	dissenting
12265	dissent	v	2613	677	dissent
12265	dissent	v	2613	365	dissented
12265	dissent	v	2613	49	dissents
12275	bazaar	n	2608	2359	bazaar
12275	bazaar	n	2608	249	bazaars
12285	veterinarian	n	2604	1737	veterinarian
12285	veterinarian	n	2604	867	veterinarians
12295	one-half	m	2598	2598	one-half
12305	torment	v	2595	1249	tormented
12305	torment	v	2595	716	torment
12305	torment	v	2595	511	tormenting
12305	torment	v	2595	119	torments
12315	eighties	m	2592	2592	eighties
12325	senseless	j	2588	2588	senseless
12335	anal	j	2581	2581	anal
12345	biomedical	j	2576	2543	biomedical
12345	biomedical	j	2576	33	bio-medical
12355	paying	j	2573	2573	paying
12365	duel	n	2569	2207	duel
12365	duel	n	2569	362	duels
12375	maxim	n	2565	2063	maxim
12375	maxim	n	2565	498	maxims
12385	czar	n	2561	2071	czar
12385	czar	n	2561	490	czars
12395	extinguish	v	2558	1352	extinguished
12395	extinguish	v	2558	943	extinguish
12395	extinguish	v	2558	176	extinguishing
12395	extinguish	v	2558	87	extinguishes
12405	humid	j	2551	2551	humid
12415	shed	v	2549	2061	shedding
12415	shed	v	2549	477	sheds
12415	shed	v	2549	11	shedded
12425	mare	n	2545	2090	mare
12425	mare	n	2545	455	mares
12435	calamity	n	2542	1917	calamity
12435	calamity	n	2542	625	calamities
12445	replay	n	2537	2096	replay
12445	replay	n	2537	441	replays
12455	bulge	v	2534	1417	bulging
12455	bulge	v	2534	557	bulged
12455	bulge	v	2534	419	bulge
12455	bulge	v	2534	141	bulges
12465	prehistoric	j	2531	2486	prehistoric
12465	prehistoric	j	2531	45	pre-historic
12475	rediscover	v	2528	978	rediscovered
12475	rediscover	v	2528	872	rediscover
12475	rediscover	v	2528	513	rediscovering
12475	rediscover	v	2528	77	rediscovers
12475	rediscover	v	2528	39	re-discovered
12475	rediscover	v	2528	25	re-discovering
12475	rediscover	v	2528	24	re-discover
12485	ahem	u	2525	2525	ahem
12495	fantasize	v	2521	984	fantasize
12495	fantasize	v	2521	685	fantasized
12495	fantasize	v	2521	661	fantasizing
12495	fantasize	v	2521	191	fantasizes
12505	even	j	2517	2517	even
12515	typing	n	2513	2513	typing
12525	encryption	n	2508	2471	encryption
12525	encryption	n	2508	37	encryptions
12535	hangover	n	2505	2138	hangover
12535	hangover	n	2505	367	hangovers
12545	familial	j	2503	2503	familial
12555	conglomerate	n	2499	1665	conglomerate
12555	conglomerate	n	2499	834	conglomerates
12565	time-consuming	j	2494	2478	time-consuming
12565	time-consuming	j	2494	16	timeconsuming
12575	allusion	n	2490	1384	allusion
12575	allusion	n	2490	1106	allusions
12585	washer	n	2486	1758	washer
12585	washer	n	2486	728	washers
12595	detachment	n	2481	2318	detachment
12595	detachment	n	2481	163	detachments
12605	refinance	v	2478	1300	refinance
12605	refinance	v	2478	762	refinancing
12605	refinance	v	2478	375	refinanced
12605	refinance	v	2478	41	refinances
12615	conceptualize	v	2470	1077	conceptualized
12615	conceptualize	v	2470	824	conceptualize
12615	conceptualize	v	2470	481	conceptualizing
12615	conceptualize	v	2470	88	conceptualizes
12625	gobble	v	2466	907	gobble
12625	gobble	v	2466	750	gobbled
12625	gobble	v	2466	623	gobbling
12625	gobble	v	2466	186	gobbles
12635	steep	v	2461	1857	steeped
12635	steep	v	2461	418	steep
12635	steep	v	2461	130	steeping
12635	steep	v	2461	56	steeps
12645	blink	n	2455	2089	blink
12645	blink	n	2455	366	blinks
12655	blush	n	2452	2146	blush
12655	blush	n	2452	306	blushes
12665	conformity	n	2449	2449	conformity
12675	sneeze	v	2447	760	sneeze
12675	sneeze	v	2447	638	sneezing
12675	sneeze	v	2447	596	sneezed
12675	sneeze	v	2447	453	sneezes
12685	rearview	j	2446	2004	rearview
12685	rearview	j	2446	442	rear-view
12695	digging	n	2443	2366	digging
12695	digging	n	2443	77	diggings
12705	routine	j	2440	2440	routine
12715	weaponry	n	2435	2435	weaponry
12725	grassy	j	2432	2429	grassy
12735	unreal	j	2428	2428	unreal
12745	stuffing	n	2425	2341	stuffing
12745	stuffing	n	2425	84	stuffings
12755	powerfully	r	2422	2422	powerfully
12765	Labour	j	2420	2420	labour
12775	archival	j	2418	2418	archival
12785	policing	n	2413	2413	policing
12795	swamp	v	2409	1423	swamped
12795	swamp	v	2409	826	swamp
12795	swamp	v	2409	160	swamping
12805	dew	n	2405	2317	dew
12805	dew	n	2405	88	dews
12815	jolt	n	2401	2128	jolt
12815	jolt	n	2401	273	jolts
12825	Euro	j	2398	2398	euro
12835	managed	j	2395	2395	managed
12845	expulsion	n	2391	2087	expulsion
12845	expulsion	n	2391	304	expulsions
12855	contracting	j	2387	2387	contracting
12865	aperture	n	2382	2064	aperture
12865	aperture	n	2382	318	apertures
12875	transplant	v	2377	1265	transplanted
12875	transplant	v	2377	566	transplant
12875	transplant	v	2377	438	transplanting
12875	transplant	v	2377	108	transplants
12885	craving	n	2374	1299	cravings
12885	craving	n	2374	1075	craving
12895	wacky	j	2372	2273	wacky
12895	wacky	j	2372	56	wackiest
12895	wacky	j	2372	43	wackier
12905	understatement	n	2368	2330	understatement
12905	understatement	n	2368	38	understatements
12915	dampen	v	2363	1174	dampen
12915	dampen	v	2363	695	dampened
12915	dampen	v	2363	295	dampening
12915	dampen	v	2363	199	dampens
12925	despicable	j	2360	2360	despicable
12935	after-school	j	2355	2355	after-school
12945	apocalyptic	j	2351	2351	apocalyptic
12955	antics	n	2349	2328	antics
12955	antics	n	2349	21	antic
12965	gulp	v	2346	1032	gulped
12965	gulp	v	2346	521	gulp
12965	gulp	v	2346	484	gulping
12965	gulp	v	2346	309	gulps
12975	ambush	v	2341	1459	ambushed
12975	ambush	v	2341	658	ambush
12975	ambush	v	2341	140	ambushing
12975	ambush	v	2341	84	ambushes
12985	style	v	2338	1356	styled
12985	style	v	2338	485	styles
12985	style	v	2338	257	style
12985	style	v	2338	240	styling
12995	pediatrics	n	2333	2333	pediatrics
13005	alike	j	2329	2329	alike
13015	first-class	j	2325	2325	first-class
13025	Showtime	n	2321	2229	showtime
13025	Showtime	n	2321	92	showtimes
13035	transpire	v	2317	1570	transpired
13035	transpire	v	2317	309	transpire
13035	transpire	v	2317	280	transpires
13035	transpire	v	2317	158	transpiring
13045	preserve	n	2312	1802	preserve
13045	preserve	n	2312	510	preserves
13055	flaming	j	2307	2307	flaming
13065	barricade	n	2305	1466	barricades
13065	barricade	n	2305	839	barricade
13075	damned	r	2302	2302	damned
13085	cutting-edge	j	2299	2299	cutting-edge
13095	mash	v	2296	1196	mash
13095	mash	v	2296	665	mashed
13095	mash	v	2296	359	mashing
13095	mash	v	2296	76	mashes
13105	sprig	n	2291	1699	sprigs
13105	sprig	n	2291	592	sprig
13115	concise	j	2287	2287	concise
13125	squeak	v	2283	894	squeaked
13125	squeak	v	2283	593	squeaking
13125	squeak	v	2283	583	squeak
13125	squeak	v	2283	213	squeaks
13135	gator	n	2281	1160	gators
13135	gator	n	2281	1121	gator
13145	toss	n	2278	2180	toss
13145	toss	n	2278	96	tosses
13155	arch	v	2276	1486	arched
13155	arch	v	2276	596	arching
13155	arch	v	2276	194	arches
13165	forward	n	2273	2146	forward
13165	forward	n	2273	127	forwards
13175	bittersweet	j	2268	2238	bittersweet
13175	bittersweet	j	2268	30	bitter-sweet
13185	grimace	v	2265	1394	grimaced
13185	grimace	v	2265	499	grimacing
13185	grimace	v	2265	214	grimaces
13185	grimace	v	2265	158	grimace
13195	Welsh	j	2262	2227	welsh
13195	Welsh	j	2262	22	welshed
13195	Welsh	j	2262	13	welshing
13205	driving	n	2261	2261	driving
13215	plaster	v	2259	1784	plastered
13215	plaster	v	2259	235	plaster
13215	plaster	v	2259	197	plastering
13215	plaster	v	2259	43	plasters
13225	reorganize	v	2256	901	reorganize
13225	reorganize	v	2256	740	reorganized
13225	reorganize	v	2256	457	reorganizing
13225	reorganize	v	2256	73	reorganizes
13225	reorganize	v	2256	34	re-organize
13225	reorganize	v	2256	27	re-organizing
13225	reorganize	v	2256	24	re-organized
13235	hard-core	j	2252	1944	hard-core
13235	hard-core	j	2252	308	hardcore
13245	arid	j	2250	2250	arid
13255	painkiller	n	2246	1573	painkillers
13255	painkiller	n	2246	619	painkiller
13255	painkiller	n	2246	35	pain-killers
13255	painkiller	n	2246	19	pain-killer
13265	voodoo	n	2242	2234	voodoo
13265	voodoo	n	2242	8	voodoos
13275	metaphorical	j	2238	2238	metaphorical
13285	crotch	n	2235	2129	crotch
13285	crotch	n	2235	106	crotches
13295	dwarf	v	2232	1049	dwarfed
13295	dwarf	v	2232	559	dwarf
13295	dwarf	v	2232	415	dwarfs
13295	dwarf	v	2232	208	dwarfing
13305	supremacist	n	2228	1364	supremacist
13305	supremacist	n	2228	864	supremacists
13315	scrape	n	2224	1335	scrapes
13315	scrape	n	2224	889	scrape
13325	hedge	v	2221	883	hedge
13325	hedge	v	2221	758	hedging
13325	hedge	v	2221	552	hedged
13325	hedge	v	2221	28	hedges
13335	smirk	v	2218	1014	smirked
13335	smirk	v	2218	702	smirking
13335	smirk	v	2218	290	smirk
13335	smirk	v	2218	212	smirks
13345	bosom	n	2214	1949	bosom
13345	bosom	n	2214	265	bosoms
13355	overtly	r	2212	2212	overtly
13365	sub-saharan	j	2209	2181	sub-saharan
13365	sub-saharan	j	2209	28	subsaharan
13375	sporadic	j	2206	2206	sporadic
13385	CD-ROM	n	2203	2143	cd-rom
13385	CD-ROM	n	2203	60	cdrom
13395	silky	j	2200	2151	silky
13395	silky	j	2200	28	silkier
13395	silky	j	2200	21	silkiest
13405	Ayatollah	n	2198	1950	ayatollah
13405	Ayatollah	n	2198	248	ayatollahs
13415	peg	n	2196	1371	peg
13415	peg	n	2196	825	pegs
13425	marshal	v	2194	842	marshal
13425	marshal	v	2194	605	marshals
13425	marshal	v	2194	373	marshaled
13425	marshal	v	2194	185	marshaling
13425	marshal	v	2194	114	marshalling
13425	marshal	v	2194	75	marshalled
13435	emigrate	v	2191	1254	emigrated
13435	emigrate	v	2191	633	emigrate
13435	emigrate	v	2191	281	emigrating
13435	emigrate	v	2191	23	emigrates
13445	stratum	n	2188	1566	strata
13445	stratum	n	2188	622	stratum
13455	creatively	r	2184	2184	creatively
13465	vocals	n	2181	2181	vocals
13475	overestimate	v	2179	926	overestimate
13475	overestimate	v	2179	745	overestimated
13475	overestimate	v	2179	317	overestimating
13475	overestimate	v	2179	104	overestimates
13475	overestimate	v	2179	32	over-estimate
13475	overestimate	v	2179	28	over-estimated
13475	overestimate	v	2179	22	over-estimating
13475	overestimate	v	2179	5	over-estimates
13485	wag	v	2177	948	wagging
13485	wag	v	2177	582	wagged
13485	wag	v	2177	429	wag
13485	wag	v	2177	218	wags
13495	Sigma	n	2174	2142	sigma
13495	Sigma	n	2174	32	sigmas
13505	substitute	j	2168	2168	substitute
13515	slit	n	2165	1216	slit
13515	slit	n	2165	948	slits
13525	marginally	r	2162	2162	marginally
13535	spoon	v	2158	1293	spoon
13535	spoon	v	2158	409	spooned
13535	spoon	v	2158	352	spooning
13535	spoon	v	2158	104	spoons
13545	retrieval	n	2154	2103	retrieval
13545	retrieval	n	2154	51	retrievals
13555	pastime	n	2152	1705	pastime
13555	pastime	n	2152	447	pastimes
13565	schoolteacher	n	2148	1636	schoolteacher
